Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2021†","Cholera, Cum 2021†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2021†","Coccidioidomycosis, Cum 2021†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
MARYLAND,2021,38,,-,1,,,-,,-,,-,2,,3,,4,,MARYLAND,,20213833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20213835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20213846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213865,POINT (145.725693 15.1834)
OHIO,2021,38,,-,1,,,-,,-,,-,2,,9,,9,,OHIO,,20213818,POINT (-82.70936 40.415534)
MINNESOTA,2021,38,,-,0,,,-,,-,,-,5,,80,,75,,MINNESOTA,,20213823,POINT (-94.198308 46.349153)
LOUISIANA,2021,38,,-,1,,,-,,-,,-,2,,5,,4,,LOUISIANA,,20213845,POINT (-91.840238 30.921314)
HAWAII,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20213860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,38,,-,1,,,-,,-,,-,2,,3,,4,,,SOUTH ATLANTIC,20213828,
PENNSYLVANIA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20213813,POINT (-77.838886 40.896694)
UTAH,2021,38,,-,0,,,-,,-,,-,4,,33,,39,,UTAH,,20213855,POINT (-111.678222 39.323779)
COLORADO,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20213850,POINT (-105.547832 38.998552)
VERMONT,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20213808,POINT (-72.662695 44.075252)
KENTUCKY,2021,38,,-,0,,,-,,-,,-,1,,4,,7,,KENTUCKY,,20213840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20213867,POINT (-66.414655 18.215692)
MAINE,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20213804,POINT (-69.06137 45.117911)
VIRGINIA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20213836,POINT (-78.666382 37.510861)
ARIZONA,2021,38,,-,0,,,-,,-,152,,366,,8376,,6944,,ARIZONA,,20213849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20213864,
WISCONSIN,2021,38,,-,0,,,-,,-,,-,1,,5,,20,,WISCONSIN,,20213819,POINT (-89.732969 44.639954)
IDAHO,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20213851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213868,POINT (-64.840836 18.060868)
MICHIGAN,2021,38,,-,0,,,-,,-,,-,3,,32,,30,,MICHIGAN,,20213817,POINT (-85.730977 44.874798)
GEORGIA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20213832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20213812,
ARKANSAS,2021,38,,-,0,,,-,,-,,-,1,,3,,5,,ARKANSAS,,20213844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20213841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213827,POINT (-100.230491 44.43614)
WYOMING,2021,38,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20213856,POINT (-107.55145 42.999627)
MISSOURI,2021,38,,-,0,,,-,,-,,-,2,,11,,17,,MISSOURI,,20213824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,38,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213809,
CALIFORNIA,2021,38,,-,1,,,-,,-,48,,200,,4356,,4403,,CALIFORNIA,,20213859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20213837,POINT (-80.613729 38.642579)
FLORIDA,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20213831,POINT (-82.420978 28.260731)
MONTANA,2021,38,,-,0,,,-,,-,,-,3,,17,,13,,MONTANA,,20213852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,38,,-,1,,,-,,-,,-,7,,96,,114,,,WEST NORTH CENTRAL,20213820,
MASSACHUSETTS,2021,38,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20213805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,38,,-,0,,,-,,-,152,,378,,8543,,7173,,,MOUNTAIN,20213848,
INDIANA,2021,38,,-,0,,,-,,-,,-,1,,3,,11,,INDIANA,,20213816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,38,,-,0,,,-,,-,,-,1,,1,,2,,,NON-US RESIDENTS,20213869,
US TERRITORIES,2021,38,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20213863,
MOUNTAIN,2021,41,,-,0,,,-,,-,161,,378,,9103,,7991,,,MOUNTAIN,20214148,
INDIANA,2021,41,,-,0,,,-,,-,,-,1,,3,,11,,INDIANA,,20214116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,41,,-,0,,,-,,-,,-,1,,1,,2,,,NON-US RESIDENTS,20214169,
US TERRITORIES,2021,41,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20214163,
TOTAL,2021,42,,-,2,,1,,,-,181,,607,,14344,,14591,,,TOTAL,20214270,
NEW HAMPSHIRE,2021,42,,-,0,,,-,,-,,-,1,,,-,1,,NEW HAMPSHIRE,,20214206,POINT (-71.57139 43.680429)
NEW YORK,2021,42,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20214211,POINT (-75.59655 42.921241)
PACIFIC,2021,42,,-,1,,1,,,-,45,,223,,4912,,6114,,,PACIFIC,20214257,
WEST SOUTH CENTRAL,2021,42,,-,0,,,-,,-,,-,2,,9,,11,,,WEST SOUTH CENTRAL,20214243,
NEBRASKA,2021,42,,-,0,,,-,,-,,-,1,,3,,15,,NEBRASKA,,20214225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,42,,-,0,,,-,,-,,-,1,,7,,7,,,EAST SOUTH CENTRAL,20214238,
NORTH DAKOTA,2021,42,,-,0,,,-,,-,,-,1,,2,,8,,NORTH DAKOTA,,20214226,POINT (-100.46931 47.446305)
NEVADA,2021,42,,-,0,,,-,,-,,-,8,,118,,144,,NEVADA,,20214253,POINT (-114.916992 39.283294)
ILLINOIS,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20214215,POINT (-89.148632 40.124144)
IOWA,2021,42,,-,1,,,-,,-,,N,,NC,,N,,N,IOWA,,20214221,POINT (-93.500061 42.074659)
TEXAS,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20214247,POINT (-99.317341 31.447238)
ALASKA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20214258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20214230,POINT (-77.016275 38.904785)
WASHINGTON,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20214262,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,42,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20214202,
RHODE ISLAND,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214207,POINT (-71.534637 41.572574)
OREGON,2021,42,,-,0,,,-,,-,,-,2,,6,,5,,OREGON,,20214261,POINT (-120.605279 43.940449)
DELAWARE,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214229,POINT (-75.452394 38.994926)
ALABAMA,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214239,POINT (-86.844516 32.756889)
KANSAS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20214234,POINT (-79.130883 35.52603)
GUAM,2021,42,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20214266,POINT (144.653198 13.3532)
NEW JERSEY,2021,42,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20214210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,42,,-,0,,,-,,-,,-,1,,2,,47,,NEW MEXICO,,20214254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,42,,-,1,,,-,,-,,-,5,,56,,74,,,EAST NORTH CENTRAL,20214214,
TENNESSEE,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20214242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20214203,POINT (-72.738288 41.575155)
MARYLAND,2021,42,,-,1,,,-,,-,,-,2,,3,,4,,MARYLAND,,20214233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20214235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20214246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214265,POINT (145.725693 15.1834)
OHIO,2021,42,,-,1,,,-,,-,,-,2,,11,,11,,OHIO,,20214218,POINT (-82.70936 40.415534)
MINNESOTA,2021,42,,-,0,,,-,,-,,-,5,,80,,82,,MINNESOTA,,20214223,POINT (-94.198308 46.349153)
LOUISIANA,2021,42,,-,0,,,-,,-,,-,2,,6,,4,,LOUISIANA,,20214245,POINT (-91.840238 30.921314)
HAWAII,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20214260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,42,,-,1,,,-,,-,,-,2,,3,,4,,,SOUTH ATLANTIC,20214228,
PENNSYLVANIA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20214213,POINT (-77.838886 40.896694)
UTAH,2021,42,,-,0,,,-,,-,,-,5,,35,,41,,UTAH,,20214255,POINT (-111.678222 39.323779)
COLORADO,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20214250,POINT (-105.547832 38.998552)
VERMONT,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20214208,POINT (-72.662695 44.075252)
KENTUCKY,2021,42,,-,0,,,-,,-,,-,1,,7,,7,,KENTUCKY,,20214240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20214267,POINT (-66.414655 18.215692)
MAINE,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20214204,POINT (-69.06137 45.117911)
VIRGINIA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20214236,POINT (-78.666382 37.510861)
ARIZONA,2021,42,,-,0,,,-,,-,136,,366,,9085,,8004,,ARIZONA,,20214249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20214264,
WISCONSIN,2021,42,,-,0,,,-,,-,,-,2,,7,,20,,WISCONSIN,,20214219,POINT (-89.732969 44.639954)
IDAHO,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20214251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214268,POINT (-64.840836 18.060868)
MICHIGAN,2021,42,,-,0,,,-,,-,,-,3,,35,,31,,MICHIGAN,,20214217,POINT (-85.730977 44.874798)
GEORGIA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20214232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20214212,
ARKANSAS,2021,42,,-,0,,,-,,-,,-,1,,3,,7,,ARKANSAS,,20214244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20214241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,42,,-,0,,,-,,-,,-,1,,,-,5,,SOUTH DAKOTA,,20214227,POINT (-100.230491 44.43614)
WYOMING,2021,42,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20214256,POINT (-107.55145 42.999627)
MISSOURI,2021,42,,-,0,,,-,,-,,-,2,,11,,19,,MISSOURI,,20214224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,42,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214209,
CALIFORNIA,2021,42,,-,1,,1,,,-,45,,223,,4906,,6109,,CALIFORNIA,,20214259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20214237,POINT (-80.613729 38.642579)
FLORIDA,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20214231,POINT (-82.420978 28.260731)
MONTANA,2021,42,,-,0,,,-,,-,,-,3,,18,,13,,MONTANA,,20214252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,42,,-,1,,,-,,-,,-,7,,96,,129,,,WEST NORTH CENTRAL,20214220,
MASSACHUSETTS,2021,42,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20214205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,42,,-,0,,,-,,-,136,,378,,9258,,8249,,,MOUNTAIN,20214248,
INDIANA,2021,42,,-,0,,,-,,-,,-,1,,3,,12,,INDIANA,,20214216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,42,,-,0,,,-,,-,,-,1,,2,,2,,,NON-US RESIDENTS,20214269,
US TERRITORIES,2021,42,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20214263,
US RESIDENTS,2021,43,,-,2,,1,,,-,293,,607,,14897,,15038,,,US RESIDENTS,20214301,
TOTAL,2021,50,,-,1,,3,,1,,342,,554,,19239,,17829,,,TOTAL,20215070,
PACIFIC,2021,50,,-,1,,2,,,-,22,,212,,7614,,6700,,,PACIFIC,20215057,
ALASKA,2021,50,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20215058,POINT (-151.631889 63.631126)
WASHINGTON,2021,50,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20215062,POINT (-120.592492 47.411715)
OREGON,2021,50,,-,0,,,-,,-,,-,2,,6,,9,,OREGON,,20215061,POINT (-120.605279 43.940449)
GUAM,2021,50,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20215066,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20215065,POINT (145.725693 15.1834)
HAWAII,2021,50,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20215060,POINT (-157.854309 21.361013)
PUERTO RICO,2021,50,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20215067,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2021,50,,-,0,,,-,,-,,N,,NC,,N,,N,AMERICAN SAMOA,,20215064,
U.S. VIRGIN ISLANDS,2021,50,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20215068,
WYOMING,2021,50,,-,0,,,-,,-,,-,0,,,-,1,,WYOMING,,20215056,POINT (-107.55145 42.999627)
CALIFORNIA,2021,50,,-,1,,2,,,-,22,,212,,7608,,6691,,CALIFORNIA,,20215059,POINT (-119.662127 37.211164)
NON-US RESIDENTS,2021,50,,-,0,,,-,,-,,-,1,,2,,3,,,NON-US RESIDENTS,20215069,
US TERRITORIES,2021,50,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20215063,
TOTAL,2021,43,,-,2,,1,,,-,293,,607,,14900,,15040,,,TOTAL,20214370,
NEW HAMPSHIRE,2021,43,,-,0,,,-,,-,,-,1,,,-,1,,NEW HAMPSHIRE,,20214306,POINT (-71.57139 43.680429)
NEW YORK,2021,43,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20214311,POINT (-75.59655 42.921241)
PACIFIC,2021,43,,-,1,,1,,,-,67,,223,,5218,,6286,,,PACIFIC,20214357,
WEST SOUTH CENTRAL,2021,43,,-,0,,,-,,-,,-,2,,9,,11,,,WEST SOUTH CENTRAL,20214343,
NEBRASKA,2021,43,,-,0,,,-,,-,1,,1,,4,,15,,NEBRASKA,,20214325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,43,,-,0,,,-,,-,,-,1,,7,,7,,,EAST SOUTH CENTRAL,20214338,
NORTH DAKOTA,2021,43,,-,0,,,-,,-,,-,1,,2,,8,,NORTH DAKOTA,,20214326,POINT (-100.46931 47.446305)
NEVADA,2021,43,,-,0,,,-,,-,,-,8,,118,,146,,NEVADA,,20214353,POINT (-114.916992 39.283294)
ILLINOIS,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20214315,POINT (-89.148632 40.124144)
IOWA,2021,43,,-,1,,,-,,-,,N,,NC,,N,,N,IOWA,,20214321,POINT (-93.500061 42.074659)
WEST SOUTH CENTRAL,2021,52,,-,0,,,-,1,,,-,2,,17,,16,,,WEST SOUTH CENTRAL,20215243,
EAST SOUTH CENTRAL,2021,52,,-,0,,,-,,-,,-,2,,18,,13,,,EAST SOUTH CENTRAL,20215238,
ALABAMA,2021,52,,-,0,,,-,,-,,-,2,,9,,5,,ALABAMA,,20215239,POINT (-86.844516 32.756889)
TENNESSEE,2021,52,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20215242,POINT (-86.343226 35.842998)
OKLAHOMA,2021,52,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20215246,POINT (-97.508297 35.583449)
LOUISIANA,2021,52,,-,0,,,-,1,,,-,2,,13,,8,,LOUISIANA,,20215245,POINT (-91.840238 30.921314)
KENTUCKY,2021,52,,-,0,,,-,,-,,-,1,,9,,8,,KENTUCKY,,20215240,POINT (-85.290484 37.526683)
ARKANSAS,2021,52,,-,0,,,-,,-,,-,1,,4,,8,,ARKANSAS,,20215244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,52,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20215241,POINT (-89.65344 32.713378)
WEST VIRGINIA,2021,52,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20215237,POINT (-80.613729 38.642579)
TEXAS,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20214347,POINT (-99.317341 31.447238)
ALASKA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20214358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20214330,POINT (-77.016275 38.904785)
WASHINGTON,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20214362,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,43,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20214302,
RHODE ISLAND,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214307,POINT (-71.534637 41.572574)
OREGON,2021,43,,-,0,,,-,,-,,-,2,,6,,5,,OREGON,,20214361,POINT (-120.605279 43.940449)
DELAWARE,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214329,POINT (-75.452394 38.994926)
ALABAMA,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214339,POINT (-86.844516 32.756889)
KANSAS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20214334,POINT (-79.130883 35.52603)
GUAM,2021,43,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20214366,POINT (144.653198 13.3532)
NEW JERSEY,2021,43,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20214310,POINT (-74.655514 40.110253)
NEW MEXICO,2021,43,,-,0,,,-,,-,,-,1,,2,,47,,NEW MEXICO,,20214354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,43,,-,1,,,-,,-,,-,5,,56,,74,,,EAST NORTH CENTRAL,20214314,
TENNESSEE,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20214342,POINT (-86.343226 35.842998)
CONNECTICUT,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20214303,POINT (-72.738288 41.575155)
MARYLAND,2021,43,,-,1,,,-,,-,,-,2,,3,,4,,MARYLAND,,20214333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20214335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20214346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214365,POINT (145.725693 15.1834)
OHIO,2021,43,,-,1,,,-,,-,,-,2,,11,,11,,OHIO,,20214318,POINT (-82.70936 40.415534)
MINNESOTA,2021,43,,-,0,,,-,,-,,-,5,,80,,83,,MINNESOTA,,20214323,POINT (-94.198308 46.349153)
LOUISIANA,2021,43,,-,0,,,-,,-,,-,2,,6,,4,,LOUISIANA,,20214345,POINT (-91.840238 30.921314)
HAWAII,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20214360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,43,,-,1,,,-,,-,,-,2,,3,,4,,,SOUTH ATLANTIC,20214328,
PENNSYLVANIA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20214313,POINT (-77.838886 40.896694)
UTAH,2021,43,,-,0,,,-,,-,,-,5,,35,,43,,UTAH,,20214355,POINT (-111.678222 39.323779)
COLORADO,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20214350,POINT (-105.547832 38.998552)
VERMONT,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20214308,POINT (-72.662695 44.075252)
KENTUCKY,2021,43,,-,0,,,-,,-,,-,1,,7,,7,,KENTUCKY,,20214340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20214367,POINT (-66.414655 18.215692)
MAINE,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20214304,POINT (-69.06137 45.117911)
VIRGINIA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20214336,POINT (-78.666382 37.510861)
ARIZONA,2021,43,,-,0,,,-,,-,225,,366,,9333,,8275,,ARIZONA,,20214349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20214364,
WISCONSIN,2021,43,,-,0,,,-,,-,,-,2,,7,,20,,WISCONSIN,,20214319,POINT (-89.732969 44.639954)
IDAHO,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20214351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,43,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214368,POINT (-64.840836 18.060868)
MICHIGAN,2021,43,,-,0,,,-,,-,,-,3,,35,,31,,MICHIGAN,,20214317,POINT (-85.730977 44.874798)
GEORGIA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20214332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20214312,
ARKANSAS,2021,43,,-,0,,,-,,-,,-,1,,3,,7,,ARKANSAS,,20214344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20214341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,43,,-,0,,,-,,-,,-,1,,,-,5,,SOUTH DAKOTA,,20214327,POINT (-100.230491 44.43614)
WYOMING,2021,43,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20214356,POINT (-107.55145 42.999627)
MISSOURI,2021,43,,-,0,,,-,,-,,-,2,,11,,20,,MISSOURI,,20214324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,43,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214309,
CALIFORNIA,2021,43,,-,1,,1,,,-,67,,223,,5212,,6281,,CALIFORNIA,,20214359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20214337,POINT (-80.613729 38.642579)
FLORIDA,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20214331,POINT (-82.420978 28.260731)
MONTANA,2021,43,,-,0,,,-,,-,,-,3,,19,,13,,MONTANA,,20214352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,43,,-,1,,,-,,-,1,,7,,97,,131,,,WEST NORTH CENTRAL,20214320,
MASSACHUSETTS,2021,43,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20214305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,43,,-,0,,,-,,-,225,,378,,9507,,8524,,,MOUNTAIN,20214348,
INDIANA,2021,43,,-,0,,,-,,-,,-,1,,3,,12,,INDIANA,,20214316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,43,,-,0,,,-,,-,,-,1,,2,,2,,,NON-US RESIDENTS,20214369,
US TERRITORIES,2021,43,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20214363,
US RESIDENTS,2021,50,,-,1,,3,,1,,342,,554,,19236,,17826,,,US RESIDENTS,20215001,
