Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
OKLAHOMA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20202746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202765,POINT (145.725693 15.1834)
OHIO,2020,27,,-,0,,,-,,-,,-,3,,6,,7,,OHIO,,20202718,POINT (-82.70936 40.415534)
MINNESOTA,2020,27,,-,0,,,-,3,,1,,7,,44,,51,,MINNESOTA,,20202723,POINT (-94.198308 46.349153)
LOUISIANA,2020,27,,-,0,,,-,,-,,-,3,,4,,7,,LOUISIANA,,20202745,POINT (-91.840238 30.921314)
HAWAII,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20202760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,27,,-,1,,,-,,-,,-,1,,1,,6,,,SOUTH ATLANTIC,20202728,
PENNSYLVANIA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20202713,POINT (-77.838886 40.896694)
UTAH,2020,27,,-,0,,,-,,-,,-,4,,11,,34,,UTAH,,20202755,POINT (-111.678222 39.323779)
COLORADO,2020,27,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20202750,POINT (-105.547832 38.998552)
VERMONT,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20202708,POINT (-72.662695 44.075252)
KENTUCKY,2020,27,,-,0,,,-,,-,,-,1,,6,,2,,KENTUCKY,,20202740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20202767,POINT (-66.414655 18.215692)
MAINE,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20202704,POINT (-69.06137 45.117911)
VIRGINIA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20202736,POINT (-78.666382 37.510861)
ARIZONA,2020,27,,-,0,,,-,,-,120,,318,,4439,,4812,,ARIZONA,,20202749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20202764,
WISCONSIN,2020,27,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20202719,POINT (-89.732969 44.639954)
IDAHO,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20202751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202768,POINT (-64.840836 18.060868)
MICHIGAN,2020,27,,-,1,,,-,1,,,-,2,,11,,27,,MICHIGAN,,20202717,POINT (-85.730977 44.874798)
GEORGIA,2020,27,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20202732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,27,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20202712,
ARKANSAS,2020,27,,-,0,,,-,,-,,-,3,,4,,7,,ARKANSAS,,20202744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20202741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,27,,-,0,,,-,,-,,-,1,,,-,4,,SOUTH DAKOTA,,20202727,POINT (-100.230491 44.43614)
WYOMING,2020,27,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20202756,POINT (-107.55145 42.999627)
MISSOURI,2020,27,,-,0,,,-,,-,,-,2,,10,,15,,MISSOURI,,20202724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,27,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202709,
CALIFORNIA,2020,27,,-,0,,,-,,-,2,,175,,470,,4155,,CALIFORNIA,,20202759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20202737,POINT (-80.613729 38.642579)
PACIFIC,2020,37,,-,0,,,-,,-,4,,156,,679,,5588,,,PACIFIC,20203757,
FLORIDA,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20202731,POINT (-82.420978 28.260731)
MONTANA,2020,27,,-,0,,,-,,-,,-,2,,5,,4,,MONTANA,,20202752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,27,,-,0,,,-,3,,1,,7,,64,,75,,,WEST NORTH CENTRAL,20202720,
MASSACHUSETTS,2020,27,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20202705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,27,,-,1,,,-,,-,120,,321,,4473,,4991,,,MOUNTAIN,20202748,
INDIANA,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,27,,-,1,,,-,,-,,-,1,,,-,2,,,NON-US RESIDENTS,20202769,
US TERRITORIES,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202763,
ARIZONA,2020,31,,-,0,,,-,,-,189,,318,,5189,,5663,,ARIZONA,,20203149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20203164,
WISCONSIN,2020,31,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20203119,POINT (-89.732969 44.639954)
IDAHO,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20203151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203168,POINT (-64.840836 18.060868)
MICHIGAN,2020,31,,-,1,,,-,1,,,-,2,,15,,29,,MICHIGAN,,20203117,POINT (-85.730977 44.874798)
GEORGIA,2020,31,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20203132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,31,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20203112,
ARKANSAS,2020,31,,-,0,,,-,,-,,-,3,,4,,8,,ARKANSAS,,20203144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20203141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,31,,-,0,,,-,,-,,-,1,,,-,5,,SOUTH DAKOTA,,20203127,POINT (-100.230491 44.43614)
WYOMING,2020,31,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20203156,POINT (-107.55145 42.999627)
MISSOURI,2020,31,,-,0,,,-,,-,,-,2,,10,,16,,MISSOURI,,20203124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,31,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203109,
CALIFORNIA,2020,31,,-,0,,,-,,-,2,,175,,551,,4674,,CALIFORNIA,,20203159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20203137,POINT (-80.613729 38.642579)
FLORIDA,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20203131,POINT (-82.420978 28.260731)
MONTANA,2020,31,,-,0,,,-,,-,,-,2,,5,,6,,MONTANA,,20203152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,31,,-,0,,,-,3,,,-,7,,69,,89,,,WEST NORTH CENTRAL,20203120,
MASSACHUSETTS,2020,31,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20203105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,31,,-,1,,,-,,-,189,,321,,5223,,5875,,,MOUNTAIN,20203148,
INDIANA,2020,31,,-,0,,,-,,-,,-,1,,2,,,-,INDIANA,,20203116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,31,,-,1,,,-,,-,,-,1,,,-,3,,,NON-US RESIDENTS,20203169,
US TERRITORIES,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203163,
NORTHERN MARIANA ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204265,POINT (145.725693 15.1834)
OHIO,2020,42,,-,0,,,-,,-,,-,4,,12,,15,,OHIO,,20204218,POINT (-82.70936 40.415534)
NEW ENGLAND,2020,32,,-,0,,,-,,-,,-,1,,1,,1,,,NEW ENGLAND,20203202,
MINNESOTA,2020,42,,-,0,,,-,3,,,-,6,,74,,75,,MINNESOTA,,20204223,POINT (-94.198308 46.349153)
LOUISIANA,2020,42,,-,0,,,-,,-,,-,2,,4,,15,,LOUISIANA,,20204245,POINT (-91.840238 30.921314)
HAWAII,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20204260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,42,,-,0,,,-,,-,,-,1,,4,,7,,,SOUTH ATLANTIC,20204228,
PENNSYLVANIA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20204213,POINT (-77.838886 40.896694)
UTAH,2020,42,,-,0,,,-,,-,,-,4,,29,,54,,UTAH,,20204255,POINT (-111.678222 39.323779)
COLORADO,2020,42,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20204250,POINT (-105.547832 38.998552)
VERMONT,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20204208,POINT (-72.662695 44.075252)
KENTUCKY,2020,42,,-,0,,,-,,-,,-,1,,7,,2,,KENTUCKY,,20204240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20204267,POINT (-66.414655 18.215692)
MAINE,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20204204,POINT (-69.06137 45.117911)
VIRGINIA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20204236,POINT (-78.666382 37.510861)
ARIZONA,2020,42,,-,0,,,-,,-,275,,385,,8063,,7878,,ARIZONA,,20204249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20204264,
NEW HAMPSHIRE,2020,32,,-,0,,,-,,-,,-,1,,1,,,-,NEW HAMPSHIRE,,20203206,POINT (-71.57139 43.680429)
WISCONSIN,2020,42,,-,0,,,-,,-,,-,1,,2,,11,,WISCONSIN,,20204219,POINT (-89.732969 44.639954)
IDAHO,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20204251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204268,POINT (-64.840836 18.060868)
MICHIGAN,2020,42,,-,0,,,-,2,,,-,3,,21,,35,,MICHIGAN,,20204217,POINT (-85.730977 44.874798)
GEORGIA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20204232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20204212,
ARKANSAS,2020,42,,-,0,,,-,,-,,-,3,,4,,9,,ARKANSAS,,20204244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20204241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,42,,-,0,,,-,,-,,-,2,,,-,6,,SOUTH DAKOTA,,20204227,POINT (-100.230491 44.43614)
WYOMING,2020,42,,-,0,,,-,,-,,-,1,,,-,2,,WYOMING,,20204256,POINT (-107.55145 42.999627)
MISSOURI,2020,42,,-,0,,,-,,-,,-,2,,10,,25,,MISSOURI,,20204224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204209,
CALIFORNIA,2020,42,,-,1,,,-,,-,16,,152,,802,,6232,,CALIFORNIA,,20204259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20204237,POINT (-80.613729 38.642579)
FLORIDA,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20204231,POINT (-82.420978 28.260731)
MONTANA,2020,42,,-,0,,,-,,-,,-,2,,9,,11,,MONTANA,,20204252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,42,,-,0,,,-,3,,,-,6,,96,,115,,,WEST NORTH CENTRAL,20204220,
MASSACHUSETTS,2020,42,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20204205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,42,,-,1,,,-,,-,275,,387,,8130,,8178,,,MOUNTAIN,20204248,
TOTAL,2020,28,,-,2,,,-,5,,180,,439,,5281,,9610,,,TOTAL,20202870,
US RESIDENTS,2020,28,,-,2,,,-,5,,180,,439,,5281,,9608,,,US RESIDENTS,20202801,
NEW HAMPSHIRE,2020,28,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20202806,POINT (-71.57139 43.680429)
NEW YORK,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20202811,POINT (-75.59655 42.921241)
PACIFIC,2020,28,,-,0,,,-,,-,2,,175,,492,,4294,,,PACIFIC,20202857,
WEST SOUTH CENTRAL,2020,28,,-,0,,,-,,-,,-,3,,8,,15,,,WEST SOUTH CENTRAL,20202843,
NEBRASKA,2020,28,,-,0,,,-,,-,,-,2,,8,,4,,NEBRASKA,,20202825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,28,,-,0,,,-,,-,,-,1,,6,,2,,,EAST SOUTH CENTRAL,20202838,
NORTH DAKOTA,2020,28,,-,0,,,-,,-,,-,1,,2,,2,,NORTH DAKOTA,,20202826,POINT (-100.46931 47.446305)
NEVADA,2020,28,,-,1,,,-,,-,,-,7,,18,,51,,NEVADA,,20202853,POINT (-114.916992 39.283294)
ILLINOIS,2020,28,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20202815,POINT (-89.148632 40.124144)
IOWA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20202821,POINT (-93.500061 42.074659)
TEXAS,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20202847,POINT (-99.317341 31.447238)
ALASKA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20202858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20202830,POINT (-77.016275 38.904785)
WASHINGTON,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20202862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,28,,-,1,,,-,,-,,-,1,,,-,1,,,NEW ENGLAND,20202802,
RHODE ISLAND,2020,28,,-,0,,,-,,-,,-,1,,,-,1,,RHODE ISLAND,,20202807,POINT (-71.534637 41.572574)
OREGON,2020,28,,-,0,,,-,,-,,-,1,,5,,3,,OREGON,,20202861,POINT (-120.605279 43.940449)
DELAWARE,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20202829,POINT (-75.452394 38.994926)
ALABAMA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20202839,POINT (-86.844516 32.756889)
KANSAS,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20202822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20202834,POINT (-79.130883 35.52603)
GUAM,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202866,POINT (144.653198 13.3532)
INDIANA,2020,42,,-,0,,,-,,-,,-,1,,2,,,-,INDIANA,,20204216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,42,,-,0,,,-,1,,,-,0,,,-,4,,,NON-US RESIDENTS,20204269,
US TERRITORIES,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204263,
IDAHO,2020,45,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20204551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204568,POINT (-64.840836 18.060868)
MICHIGAN,2020,45,,-,0,,,-,2,,,-,3,,21,,37,,MICHIGAN,,20204517,POINT (-85.730977 44.874798)
NEW JERSEY,2020,28,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20202810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,28,,-,0,,,-,,-,,-,11,,,-,90,,NEW MEXICO,,20202854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,28,,-,1,,,-,2,,,-,4,,19,,42,,,EAST NORTH CENTRAL,20202814,
TENNESSEE,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20202842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,28,,-,1,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20202803,POINT (-72.738288 41.575155)
MARYLAND,2020,28,,-,1,,,-,,-,,-,1,,1,,6,,MARYLAND,,20202833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20202835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20202846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202865,POINT (145.725693 15.1834)
OHIO,2020,28,,-,0,,,-,,-,,-,3,,6,,8,,OHIO,,20202818,POINT (-82.70936 40.415534)
MINNESOTA,2020,28,,-,0,,,-,3,,,-,7,,45,,55,,MINNESOTA,,20202823,POINT (-94.198308 46.349153)
LOUISIANA,2020,28,,-,0,,,-,,-,,-,3,,4,,8,,LOUISIANA,,20202845,POINT (-91.840238 30.921314)
HAWAII,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20202860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,28,,-,1,,,-,,-,,-,1,,1,,6,,,SOUTH ATLANTIC,20202828,
PENNSYLVANIA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20202813,POINT (-77.838886 40.896694)
UTAH,2020,28,,-,0,,,-,,-,,-,4,,11,,35,,UTAH,,20202855,POINT (-111.678222 39.323779)
COLORADO,2020,28,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20202850,POINT (-105.547832 38.998552)
VERMONT,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20202808,POINT (-72.662695 44.075252)
KENTUCKY,2020,28,,-,0,,,-,,-,,-,1,,6,,2,,KENTUCKY,,20202840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20202867,POINT (-66.414655 18.215692)
MAINE,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20202804,POINT (-69.06137 45.117911)
VIRGINIA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20202836,POINT (-78.666382 37.510861)
ARIZONA,2020,28,,-,0,,,-,,-,178,,318,,4656,,4985,,ARIZONA,,20202849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20202864,
WISCONSIN,2020,28,,-,0,,,-,,-,,-,1,,2,,7,,WISCONSIN,,20202819,POINT (-89.732969 44.639954)
IDAHO,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20202851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202868,POINT (-64.840836 18.060868)
MICHIGAN,2020,28,,-,1,,,-,1,,,-,2,,11,,27,,MICHIGAN,,20202817,POINT (-85.730977 44.874798)
GEORGIA,2020,28,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20202832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,28,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20202812,
ARKANSAS,2020,28,,-,0,,,-,,-,,-,3,,4,,7,,ARKANSAS,,20202844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20202841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,28,,-,0,,,-,,-,,-,1,,,-,5,,SOUTH DAKOTA,,20202827,POINT (-100.230491 44.43614)
WYOMING,2020,28,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20202856,POINT (-107.55145 42.999627)
MISSOURI,2020,28,,-,0,,,-,,-,,-,2,,10,,16,,MISSOURI,,20202824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,28,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202809,
CALIFORNIA,2020,28,,-,0,,,-,,-,2,,175,,487,,4291,,CALIFORNIA,,20202859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20202837,POINT (-80.613729 38.642579)
FLORIDA,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20202831,POINT (-82.420978 28.260731)
MONTANA,2020,28,,-,0,,,-,,-,,-,2,,5,,4,,MONTANA,,20202852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,28,,-,0,,,-,3,,,-,7,,65,,82,,,WEST NORTH CENTRAL,20202820,
MASSACHUSETTS,2020,28,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20202805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,28,,-,1,,,-,,-,178,,321,,4690,,5166,,,MOUNTAIN,20202848,
INDIANA,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,28,,-,1,,,-,,-,,-,1,,,-,2,,,NON-US RESIDENTS,20202869,
US TERRITORIES,2020,28,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202863,
TOTAL,2020,53,,-,1,,,-,6,,98,,425,,12696,,18399,,,TOTAL,20205370,
US RESIDENTS,2020,53,,-,1,,,-,6,,98,,425,,12696,,18398,,,US RESIDENTS,20205301,
NEW HAMPSHIRE,2020,53,,-,0,,,-,,-,,-,1,,2,,1,,NEW HAMPSHIRE,,20205306,POINT (-71.57139 43.680429)
TOTAL,2020,35,,-,2,,,-,6,,323,,439,,6920,,12265,,,TOTAL,20203570,
U.S. VIRGIN ISLANDS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203568,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,35,,-,1,,,-,,-,,-,1,,,-,3,,,NON-US RESIDENTS,20203569,
NEW YORK,2020,53,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20205311,POINT (-75.59655 42.921241)
PACIFIC,2020,53,,-,1,,,-,,-,,-,58,,1119,,7412,,,PACIFIC,20205357,
WEST SOUTH CENTRAL,2020,53,,-,0,,,-,,-,,-,3,,8,,29,,,WEST SOUTH CENTRAL,20205343,
NEBRASKA,2020,53,,-,0,,,-,,-,,-,2,,10,,6,,NEBRASKA,,20205325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,53,,-,0,,,-,,-,,-,1,,7,,4,,,EAST SOUTH CENTRAL,20205338,
NORTH DAKOTA,2020,53,,-,0,,,-,,-,,-,1,,6,,3,,NORTH DAKOTA,,20205326,POINT (-100.46931 47.446305)
NEVADA,2020,53,,-,0,,,-,,-,,-,3,,32,,117,,NEVADA,,20205353,POINT (-114.916992 39.283294)
ILLINOIS,2020,53,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20205315,POINT (-89.148632 40.124144)
IOWA,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20205321,POINT (-93.500061 42.074659)
TEXAS,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20205347,POINT (-99.317341 31.447238)
ALASKA,2020,53,,-,1,,,-,,-,,N,,NC,,N,,N,ALASKA,,20205358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20205330,POINT (-77.016275 38.904785)
WASHINGTON,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20205362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,53,,-,0,,,-,,-,,-,1,,2,,2,,,NEW ENGLAND,20205302,
RHODE ISLAND,2020,53,,-,0,,,-,,-,,-,0,,,-,1,,RHODE ISLAND,,20205307,POINT (-71.534637 41.572574)
OREGON,2020,53,,-,0,,,-,,-,,-,2,,10,,4,,OREGON,,20205361,POINT (-120.605279 43.940449)
DELAWARE,2020,53,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20205329,POINT (-75.452394 38.994926)
ALABAMA,2020,53,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20205339,POINT (-86.844516 32.756889)
KANSAS,2020,53,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20205322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20205334,POINT (-79.130883 35.52603)
GUAM,2020,53,,-,0,,,-,,-,,-,0,,,-,1,,GUAM,,20205366,POINT (144.653198 13.3532)
NEW JERSEY,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20205310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,53,,-,0,,,-,,-,,-,0,,,-,164,,NEW MEXICO,,20205354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,53,,-,0,,,-,3,,,-,4,,41,,74,,,EAST NORTH CENTRAL,20205314,
TENNESSEE,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20205342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,53,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20205303,POINT (-72.738288 41.575155)
MARYLAND,2020,53,,-,0,,,-,,-,,-,1,,4,,8,,MARYLAND,,20205333,POINT (-76.687282 38.946466)
