Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
EAST NORTH CENTRAL,2019,27,,-,1,,1,,,-,,-,5,,22,,58,,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,,-,1,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,,-,0,,,-,,-,,-,1,,,-,3,,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,,-,1,,1,,,-,,-,4,,14,,20,,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,,-,0,,,-,,-,,-,5,,7,,17,,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,,-,0,,,-,,-,,-,2,,1,,18,,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,,-,0,,,-,,-,,-,6,,66,,84,,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,,-,0,,,-,,-,,-,1,,,-,3,,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,,-,0,,,-,,-,,-,5,,48,,57,,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,,-,0,,,-,,-,,-,2,,11,,19,,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,0,,,-,,-,,-,2,,4,,4,,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,0,,,-,,-,,-,1,,,-,1,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,0,,,-,,-,,-,1,,3,,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,,-,1,,,-,,-,,-,1,,6,,3,,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,,-,0,,,-,,-,,-,1,,6,,3,,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,,-,0,,,-,,-,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,0,,,-,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,,-,1,,,-,1,,,-,2,,8,,14,,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,0,,,-,,-,,-,1,,6,,4,,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,,-,1,,,-,1,,,-,2,,2,,10,,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,,-,1,,,-,,-,178,,287,,4895,,4279,,,MOUNTAIN,20192748
ARIZONA,2019,27,,-,1,,,-,,-,178,,284,,4839,,4088,,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,,-,0,,,-,,-,,-,2,,3,,12,,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,,-,0,,,-,,-,,-,5,,45,,106,,"NEVADA
(39.283294, -114.916992)",,20192753
NEW MEXICO,2019,27,,-,0,,,-,,-,,-,4,,7,,36,,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,,-,0,,,-,,-,,-,4,,,-,34,,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,0,,,-,,-,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,,-,1,,,-,1,,7,,229,,3573,,4056,,,PACIFIC,20192757
